type,start_id,end_id,end_type
contains,l2_deep_recurrent_neural_network,l3_formulate_deep_rnn_forward_pass,L3
prerequisite,l2_hidden_state_propagation,l3_formulate_deep_rnn_forward_pass,L3
prerequisite,l2_deep_recurrent_neural_network,l2_deep_lstm,L2
prerequisite,l2_deep_recurrent_neural_network,l2_deep_gru,L2
has_resource,l2_deep_recurrent_neural_network,res_lecture_现代循环神经网络_深度循环神经网络,Resource
has_resource,l2_deep_recurrent_neural_network,res_ppt_深层循环神经网络,Resource
has_resource,l2_deep_recurrent_neural_network,res_code_深层循环神经网络,Resource
has_resource,l2_deep_recurrent_neural_network,res_video_深层循环神经网络,Resource
contains,l1-11,l2_gated_recurrent_unit,L2
contains,l1-11,l2_long_short_term_memory,L2
contains,l1-11,l2_deep_rnn,L2
contains,l1-11,l2_bidirectional_rnn,L2
contains,l1-11,l2_encoder_decoder_architecture,L2
contains,l1-11,l2_beam_search,L2
has_resource,l1-11,res_lecture_循环神经网络,Resource
has_resource,l1-11,res_ppt_循环神经网络,Resource
has_resource,l1-11,res_video_循环神经网络,Resource
contains,l1-11,l2_encoder_decoder_architecture,L2
contains,l1-11,l2_encoder,L2
contains,l1-11,l2_decoder,L2
contains,l2_encoder_decoder_architecture,l3_implement_encoder_interface,L3
contains,l2_encoder_decoder_architecture,l3_implement_decoder_interface,L3
contains,l2_encoder_decoder_architecture,l3_combine_encoder_decoder,L3
prerequisite,l2_encoder,l2_decoder,L2
prerequisite,l2_encoder,l3_implement_decoder_interface,L3
prerequisite,l2_decoder,l3_combine_encoder_decoder,L3
has_resource,l2_encoder_decoder_architecture,res_lecture_encoder_decoder,Resource
has_resource,l2_encoder_decoder_architecture,res_ppt_encoder_decoder,Resource
has_resource,l2_encoder_decoder_architecture,res_code_encoder_decoder,Resource
has_resource,l2_encoder_decoder_architecture,res_video_encoder_decoder,Resource
contains,l1-11,l2_long_short_term_memory,L2
contains,l1-11,l2_memory_cell,L2
contains,l1-11,l2_input_gate,L2
contains,l1-11,l2_forget_gate,L2
contains,l1-11,l2_output_gate,L2
contains,l1-11,l2_candidate_memory_cell,L2
contains,l2_long_short_term_memory,l3_initialize_lstm_parameters,L3
contains,l2_long_short_term_memory,l3_define_lstm_state_initialization,L3
contains,l2_long_short_term_memory,l3_implement_lstm_forward_pass,L3
contains,l2_long_short_term_memory,l3_use_high_level_lstm_api,L3
prerequisite,l2_input_gate,l2_memory_cell,L2
prerequisite,l2_forget_gate,l2_memory_cell,L2
prerequisite,l2_candidate_memory_cell,l2_memory_cell,L2
prerequisite,l2_memory_cell,l2_output_gate,L2
prerequisite,l3_define_lstm_state_initialization,l3_implement_lstm_forward_pass,L3
prerequisite,l3_initialize_lstm_parameters,l3_implement_lstm_forward_pass,L3
has_resource,l2_long_short_term_memory,res_lecture_长短期记忆网络_lstm,Resource
has_resource,l2_long_short_term_memory,res_ppt_长短期记忆网络_lstm,Resource
has_resource,l2_long_short_term_memory,res_code_长短期记忆网络_lstm,Resource
has_resource,l2_long_short_term_memory,res_video_长短期记忆网络_lstm,Resource
contains,l1-11,l2_gated_recurrent_unit,L2
contains,l1-11,l2_reset_gate,L2
contains,l1-11,l2_update_gate,L2
contains,l1-11,l2_candidate_hidden_state,L2
contains,l2_gated_recurrent_unit,l3_gru_parameter_initialization,L3
contains,l2_gated_recurrent_unit,l3_gru_state_initialization,L3
contains,l2_gated_recurrent_unit,l3_gru_forward_computation,L3
contains,l2_gated_recurrent_unit,l3_gru_high_level_implementation,L3
prerequisite,l2_reset_gate,l2_gated_recurrent_unit,L2
prerequisite,l2_update_gate,l2_gated_recurrent_unit,L2
prerequisite,l2_candidate_hidden_state,l2_gated_recurrent_unit,L2
prerequisite,l3_gru_parameter_initialization,l3_gru_forward_computation,L3
prerequisite,l3_gru_state_initialization,l3_gru_forward_computation,L3
has_resource,l2_gated_recurrent_unit,res_lecture_gated_recurrent_unit_gru,Resource
has_resource,l2_gated_recurrent_unit,res_ppt_gated_recurrent_unit_gru,Resource
has_resource,l2_gated_recurrent_unit,res_code_gated_recurrent_unit_gru,Resource
has_resource,l2_gated_recurrent_unit,res_video_gated_recurrent_unit_gru,Resource
contains,l1-1,l2_linear_algebra,L2
contains,l1-1,l2_calculus,L2
contains,l1-1,l2_automatic_differentiation,L2
contains,l1-1,l2_probability,L2
contains,l1-1,l2_linear_regression,L2
contains,l1-1,l2_softmax_regression,L2
contains,l1-1,l2_image_classification_dataset,L2
contains,l2_linear_regression,l3_linear_regression_from_scratch,L3
contains,l2_linear_regression,l3_linear_regression_concise_implementation,L3
contains,l2_softmax_regression,l3_softmax_regression_from_scratch,L3
contains,l2_softmax_regression,l3_softmax_regression_concise_implementation,L3
prerequisite,l2_linear_regression,l2_softmax_regression,L2
prerequisite,l2_image_classification_dataset,l3_softmax_regression_from_scratch,L3
prerequisite,l2_image_classification_dataset,l3_softmax_regression_concise_implementation,L3
contains,l1-10,l2_multilayer_perceptron,L2
contains,l1-10,l2_model_selection_underfitting_overfitting,L2
contains,l1-10,l2_weight_decay,L2
contains,l1-10,l2_dropout,L2
contains,l1-10,l2_forward_propagation,L2
contains,l1-10,l2_backward_propagation,L2
contains,l1-10,l2_computation_graph,L2
contains,l1-10,l2_numerical_stability_and_initialization,L2
contains,l1-10,l2_environment_and_distribution_shift,L2
contains,l2_multilayer_perceptron,l3_mlp_from_scratch_implementation,L3
contains,l2_multilayer_perceptron,l3_mlp_concise_implementation,L3
contains,l2_model_selection_underfitting_overfitting,l3_kaggle_house_price_prediction,L3
prerequisite,l2_forward_propagation,l2_backward_propagation,L2
prerequisite,l2_computation_graph,l2_backward_propagation,L2
prerequisite,l2_multilayer_perceptron,l3_mlp_from_scratch_implementation,L3
prerequisite,l2_multilayer_perceptron,l3_mlp_concise_implementation,L3
prerequisite,l2_model_selection_underfitting_overfitting,l3_kaggle_house_price_prediction,L3
prerequisite,l2_weight_decay,l3_kaggle_house_price_prediction,L3
prerequisite,l2_dropout,l3_kaggle_house_price_prediction,L3
contains,l1-9,l2_layers_and_blocks,L2
contains,l1-9,l2_parameter_management,L2
contains,l1-9,l2_deferred_initialization,L2
contains,l1-9,l2_custom_layers,L2
contains,l1-9,l2_file_io,L2
contains,l1-9,l2_gpu_computing,L2
prerequisite,l2_layers_and_blocks,l2_custom_layers,L2
prerequisite,l2_parameter_management,l2_deferred_initialization,L2
prerequisite,l2_parameter_management,l2_file_io,L2
prerequisite,l2_layers_and_blocks,l2_parameter_management,L2
contains,l1-12,l2_from_fully_connected_to_convolution,L2
contains,l1-12,l2_image_convolution,L2
contains,l1-12,l2_padding_and_stride,L2
contains,l1-12,l2_multi_input_multi_output_channels,L2
contains,l1-12,l2_pooling_layer,L2
contains,l1-12,l2_lenet,L2
contains,l1-12,l2_deep_convolutional_neural_network_alexnet,L2
contains,l1-12,l2_vgg_network,L2
contains,l1-12,l2_network_in_network_nin,L2
contains,l1-12,l2_googlenet,L2
contains,l1-12,l2_batch_normalization,L2
contains,l1-12,l2_residual_network_resnet,L2
contains,l1-12,l2_densenet,L2
contains,l1-11,l2_sequence_modeling,L2
contains,l1-11,l2_text_preprocessing,L2
contains,l1-11,l2_language_model,L2
contains,l1-11,l2_recurrent_neural_network,L2
contains,l1-11,l2_backpropagation_through_time,L2
contains,l2_recurrent_neural_network,l3_rnn_from_scratch,L3
contains,l2_recurrent_neural_network,l3_rnn_concise_implementation,L3
prerequisite,l2_sequence_modeling,l2_recurrent_neural_network,L2
prerequisite,l2_text_preprocessing,l2_language_model,L2
prerequisite,l2_recurrent_neural_network,l2_backpropagation_through_time,L2
prerequisite,l2_recurrent_neural_network,l3_rnn_from_scratch,L3
prerequisite,l2_recurrent_neural_network,l3_rnn_concise_implementation,L3
contains,l1-11,l2_gated_recurrent_unit,L2
contains,l1-11,l2_long_short_term_memory,L2
contains,l1-11,l2_deep_recurrent_neural_network,L2
contains,l1-11,l2_bidirectional_recurrent_neural_network,L2
contains,l1-11,l2_encoder_decoder_architecture,L2
contains,l1-11,l2_sequence_to_sequence_learning,L2
contains,l1-11,l2_beam_search,L2
contains,l1-6,l2_attention_cues,L2
contains,l1-6,l2_attention_pooling,L2
contains,l1-6,l2_attention_scoring_functions,L2
contains,l1-6,l2_bahdanau_attention,L2
contains,l1-6,l2_multi_head_attention,L2
contains,l1-6,l2_self_attention_and_positional_encoding,L2
contains,l1-6,l2_transformer,L2
contains,l1-5,l2_optimization_and_deep_learning,L2
contains,l1-5,l2_convexity,L2
contains,l1-5,l2_gradient_descent,L2
contains,l1-5,l2_stochastic_gradient_descent,L2
contains,l1-5,l2_mini_batch_stochastic_gradient_descent,L2
contains,l1-5,l2_momentum,L2
contains,l1-5,l2_adagrad,L2
contains,l1-5,l2_rmsprop,L2
contains,l1-5,l2_adadelta,L2
contains,l1-5,l2_adam,L2
contains,l1-5,l2_learning_rate_scheduler,L2
contains,l1-9,l2_compiler_and_interpreter,L2
contains,l1-9,l2_asynchronous_computation,L2
contains,l1-9,l2_automatic_parallelization,L2
contains,l1-9,l2_hardware,L2
contains,l1-9,l2_multi_gpu_training,L2
contains,l1-9,l2_parameter_server,L2
contains,l2_multi_gpu_training,l3_concise_multi_gpu_implementation,L3
contains,l1-7,l2_image_augmentation,L2
contains,l1-7,l2_fine_tuning,L2
contains,l1-7,l2_object_detection_and_bounding_boxes,L2
contains,l1-7,l2_anchor_boxes,L2
contains,l1-7,l2_multi_scale_object_detection,L2
contains,l1-7,l2_object_detection_datasets,L2
contains,l1-7,l2_single_shot_multibox_detector,L2
contains,l1-7,l2_region_based_cnn_series,L2
contains,l1-7,l2_semantic_segmentation_and_datasets,L2
contains,l1-7,l2_transposed_convolution,L2
contains,l1-7,l2_fully_convolutional_networks,L2
contains,l1-7,l2_style_transfer,L2
contains,l1-7,l2_kaggle_image_classification_cifar10,L2
contains,l1-7,l2_kaggle_dog_breed_identification,L2
contains,l1-8,l2_word_embeddings,L2
contains,l1-8,l2_approximate_training,L2
contains,l1-8,l2_pretraining_datasets_for_word_embeddings,L2
contains,l1-8,l2_pretrained_word2vec,L2
contains,l1-8,l2_glove,L2
contains,l1-8,l2_subword_embeddings,L2
contains,l1-8,l2_word_similarity_and_analogy,L2
contains,l1-8,l2_bert,L2
contains,l1-8,l2_pretraining_datasets_for_bert,L2
contains,l1-8,l2_pretrained_bert,L2
prerequisite,l2_word_embeddings,l2_approximate_training,L2
prerequisite,l2_word_embeddings,l2_word_similarity_and_analogy,L2
prerequisite,l2_word_embeddings,l2_pretrained_word2vec,L2
prerequisite,l2_glove,l2_word_similarity_and_analogy,L2
prerequisite,l2_subword_embeddings,l2_pretrained_bert,L2
prerequisite,l2_bert,l2_pretrained_bert,L2
prerequisite,l2_pretraining_datasets_for_bert,l2_pretrained_bert,L2
contains,l1-8,l2_sentiment_analysis,L2
contains,l1-8,l2_natural_language_inference,L2
contains,l1-8,l2_bert_finetuning,L2
contains,l2_sentiment_analysis,l3_sentiment_analysis_with_rnn,L3
contains,l2_sentiment_analysis,l3_sentiment_analysis_with_cnn,L3
contains,l2_natural_language_inference,l3_nli_with_attention,L3
contains,l2_bert_finetuning,l3_sequence_and_token_level_bert_finetuning,L3
contains,l2_natural_language_inference,l3_nli_bert_finetuning,L3
prerequisite,l2_sentiment_analysis,l3_sentiment_analysis_with_rnn,L3
prerequisite,l2_sentiment_analysis,l3_sentiment_analysis_with_cnn,L3
prerequisite,l2_natural_language_inference,l3_nli_with_attention,L3
prerequisite,l2_bert_finetuning,l3_sequence_and_token_level_bert_finetuning,L3
prerequisite,l2_natural_language_inference,l3_nli_bert_finetuning,L3
contains,l1-9,l2_linear_neural_networks,L2
contains,l1-9,l2_multilayer_perceptron,L2
contains,l1-9,l2_deep_learning_computation,L2
contains,l1-9,l2_convolutional_neural_networks,L2
contains,l1-9,l2_modern_convolutional_neural_networks,L2
contains,l1-9,l2_recurrent_neural_networks,L2
contains,l1-9,l2_modern_recurrent_neural_networks,L2
contains,l1-9,l2_attention_mechanism,L2
contains,l1-9,l2_optimization_algorithms,L2
contains,l1-9,l2_computational_performance,L2
contains,l1-9,l2_computer_vision,L2
contains,l1-9,l2_nlp_pretraining,L2
contains,l1-9,l2_nlp_applications,L2
contains,l1-2,l2_softmax_regression,L2
contains,l1-2,l2_one_hot_encoding,L2
contains,l1-2,l2_softmax_function,L2
contains,l1-2,l2_cross_entropy_loss,L2
contains,l1-2,l2_full_connected_layer,L2
contains,l1-2,l2_information_entropy,L2
contains,l2_softmax_regression,l3_minibatch_vectorization,L3
contains,l2_softmax_regression,l3_softmax_derivative,L3
contains,l2_one_hot_encoding,l3_label_encoding_for_classification,L3
prerequisite,l2_one_hot_encoding,l2_softmax_regression,L2
prerequisite,l2_softmax_function,l2_cross_entropy_loss,L2
prerequisite,l2_cross_entropy_loss,l3_softmax_derivative,L3
has_resource,l2_softmax_regression,res_lecture_softmax_回归,Resource
has_resource,l2_softmax_regression,res_ppt_softmax_回归,Resource
has_resource,l2_softmax_regression,res_video_softmax_回归,Resource
contains,l1-2,l2_softmax_regression,L2
contains,l1-2,l2_softmax_function,L2
contains,l1-2,l2_cross_entropy_loss,L2
contains,l1-2,l2_classification_accuracy,L2
contains,l2_softmax_regression,l3_implement_softmax_from_scratch,L3
contains,l2_softmax_regression,l3_train_softmax_regression_model,L3
contains,l2_softmax_regression,l3_initialize_softmax_parameters,L3
contains,l2_softmax_function,l3_implement_softmax_from_scratch,L3
contains,l2_cross_entropy_loss,l3_implement_cross_entropy_loss_from_scratch,L3
contains,l2_classification_accuracy,l3_compute_classification_accuracy,L3
prerequisite,l2_softmax_function,l2_softmax_regression,L2
prerequisite,l2_cross_entropy_loss,l2_softmax_regression,L2
prerequisite,l3_initialize_softmax_parameters,l3_train_softmax_regression_model,L3
prerequisite,l3_implement_softmax_from_scratch,l3_train_softmax_regression_model,L3
prerequisite,l3_implement_cross_entropy_loss_from_scratch,l3_train_softmax_regression_model,L3
has_resource,l2_softmax_regression,res_lecture_softmax_回归的从零开始实现,Resource
has_resource,l2_softmax_regression,res_code_softmax_回归的从零开始实现,Resource
has_resource,l2_softmax_regression,res_video_softmax_回归的从零开始实现,Resource
contains,l1-2,l2_softmax_regression,L2
contains,l1-2,l2_numerical_stability,L2
contains,l1-2,l2_cross_entropy_loss,L2
contains,l2_softmax_regression,l3_softmax_implementation_with_framework,L3
contains,l2_numerical_stability,l3_combined_softmax_cross_entropy,L3
contains,l2_softmax_regression,l3_sgd_optimization_for_classification,L3
prerequisite,l2_softmax_regression,l2_numerical_stability,L2
prerequisite,l2_numerical_stability,l3_combined_softmax_cross_entropy,L3
prerequisite,l2_cross_entropy_loss,l3_combined_softmax_cross_entropy,L3
has_resource,l2_softmax_regression,res_lecture_softmax_回归的简洁实现,Resource
has_resource,l3_softmax_implementation_with_framework,res_code_softmax_回归的简洁实现,Resource
has_resource,l2_softmax_regression,res_video_softmax_回归的简洁实现,Resource
contains,l1-7,l2_fashion_mnist_dataset,L2
contains,l1-7,l2_data_loading_and_batching,L2
contains,l1-7,l2_image_preprocessing,L2
contains,l2_data_loading_and_batching,l3_load_fashion_mnist_function,L3
contains,l2_fashion_mnist_dataset,l3_visualize_dataset_samples,L3
contains,l2_data_loading_and_batching,l3_configure_dataloader_workers,L3
prerequisite,l2_fashion_mnist_dataset,l2_data_loading_and_batching,L2
prerequisite,l2_image_preprocessing,l2_data_loading_and_batching,L2
prerequisite,l2_fashion_mnist_dataset,l3_visualize_dataset_samples,L3
has_resource,l1-7,res_lecture_图像分类数据集,Resource
has_resource,l1-7,res_code_图像分类数据集,Resource
has_resource,l1-7,res_video_图像分类数据集,Resource
contains,l1-3,l2_linear_regression,L2
contains,l1-3,l2_loss_function,L2
contains,l1-3,l2_gradient_descent,L2
contains,l1-3,l2_analytical_solution,L2
contains,l1-3,l2_vectorization,L2
contains,l1-3,l2_normal_distribution,L2
contains,l1-3,l2_maximum_likelihood_estimation,L2
contains,l1-3,l2_neural_network_interpretation,L2
contains,l2_gradient_descent,l3_minibatch_sgd_update,L3
contains,l2_analytical_solution,l3_closed_form_solution_derivation,L3
contains,l2_vectorization,l3_vectorized_addition,L3
contains,l2_maximum_likelihood_estimation,l3_negative_log_likelihood_minimization,L3
prerequisite,l2_linear_regression,l2_loss_function,L2
prerequisite,l2_loss_function,l2_gradient_descent,L2
prerequisite,l2_normal_distribution,l2_maximum_likelihood_estimation,L2
prerequisite,l2_loss_function,l2_analytical_solution,L2
prerequisite,l2_vectorization,l3_minibatch_sgd_update,L3
has_resource,l2_linear_regression,res_lecture_linear_regression,Resource
has_resource,l2_linear_regression,res_ppt_linear_regression,Resource
has_resource,l2_linear_regression,res_code_linear_regression,Resource
has_resource,l2_linear_regression,res_video_linear_regression,Resource
contains,l1-1,l2_linear_regression,L2
contains,l1-1,l2_data_pipeline,L2
contains,l1-1,l2_loss_function,L2
contains,l1-1,l2_stochastic_gradient_descent,L2
contains,l1-1,l2_parameter_initialization,L2
contains,l2_linear_regression,l3_synthetic_data_generation,L3
contains,l2_data_pipeline,l3_data_batching,L3
contains,l2_linear_regression,l3_model_definition,L3
contains,l2_loss_function,l3_squared_loss_implementation,L3
contains,l2_stochastic_gradient_descent,l3_sgd_update_rule,L3
contains,l2_linear_regression,l3_training_loop,L3
prerequisite,l2_parameter_initialization,l3_training_loop,L3
prerequisite,l2_data_pipeline,l3_training_loop,L3
prerequisite,l2_loss_function,l3_training_loop,L3
prerequisite,l2_stochastic_gradient_descent,l3_training_loop,L3
has_resource,l2_linear_regression,res_lecture_linear_regression_from_scratch,Resource
has_resource,l2_linear_regression,res_code_linear_regression_from_scratch,Resource
has_resource,l2_linear_regression,res_video_linear_regression_from_scratch,Resource
contains,l1-3,l2_linear_regression,L2
contains,l1-3,l2_data_loader,L2
contains,l1-3,l2_fully_connected_layer,L2
contains,l1-3,l2_model_initialization,L2
contains,l1-3,l2_mean_squared_error,L2
contains,l1-3,l2_stochastic_gradient_descent,L2
contains,l2_linear_regression,l3_generate_synthetic_dataset,L3
contains,l2_data_loader,l3_use_framework_dataloader,L3
contains,l2_fully_connected_layer,l3_define_sequential_model,L3
contains,l2_model_initialization,l3_initialize_weights_normal,L3
contains,l2_mean_squared_error,l3_instantiate_mse_loss,L3
contains,l2_stochastic_gradient_descent,l3_configure_sgd_optimizer,L3
contains,l2_linear_regression,l3_train_with_high_level_api,L3
contains,l2_linear_regression,l3_extract_trained_parameters,L3
prerequisite,l2_data_loader,l3_train_with_high_level_api,L3
prerequisite,l2_fully_connected_layer,l3_train_with_high_level_api,L3
prerequisite,l2_model_initialization,l3_train_with_high_level_api,L3
prerequisite,l2_mean_squared_error,l3_train_with_high_level_api,L3
prerequisite,l2_stochastic_gradient_descent,l3_train_with_high_level_api,L3
has_resource,l2_linear_regression,res_lecture_线性回归的简洁实现,Resource
has_resource,l2_linear_regression,res_code_线性回归的简洁实现,Resource
has_resource,l2_linear_regression,res_video_线性回归的简洁实现,Resource
contains,l1-10,l2_linear_neural_network,L2
contains,l1-10,l2_linear_regression,L2
contains,l1-10,l2_softmax_regression,L2
contains,l1-10,l2_neural_network_training_process,L2
contains,l2_neural_network_training_process,l3_define_network_architecture,L3
contains,l2_neural_network_training_process,l3_data_preprocessing,L3
contains,l2_neural_network_training_process,l3_specify_loss_function,L3
contains,l2_neural_network_training_process,l3_train_model,L3
prerequisite,l2_linear_regression,l2_linear_neural_network,L2
prerequisite,l2_softmax_regression,l2_linear_neural_network,L2
prerequisite,l3_define_network_architecture,l3_train_model,L3
prerequisite,l3_data_preprocessing,l3_train_model,L3
prerequisite,l3_specify_loss_function,l3_train_model,L3
contains,l1-8,l2_sentiment_analysis,L2
contains,l1-8,l2_text_classification,L2
contains,l1-8,l2_tokenization,L2
contains,l1-8,l2_vocabulary_construction,L2
contains,l1-8,l2_sequence_padding_truncation,L2
contains,l1-8,l2_data_iterator_creation,L2
contains,l2_sentiment_analysis,l3_read_imdb_dataset,L3
contains,l2_tokenization,l3_tokenize_reviews,L3
contains,l2_vocabulary_construction,l3_build_vocab_with_min_freq,L3
contains,l2_sequence_padding_truncation,l3_truncate_pad_sequences,L3
contains,l2_data_iterator_creation,l3_create_batched_data_loader,L3
contains,l2_sentiment_analysis,l3_integrate_imdb_pipeline,L3
prerequisite,l2_tokenization,l2_vocabulary_construction,L2
prerequisite,l2_vocabulary_construction,l2_sequence_padding_truncation,L2
prerequisite,l2_sequence_padding_truncation,l2_data_iterator_creation,L2
prerequisite,l2_text_classification,l2_sentiment_analysis,L2
prerequisite,l3_tokenize_reviews,l3_build_vocab_with_min_freq,L3
prerequisite,l3_build_vocab_with_min_freq,l3_truncate_pad_sequences,L3
prerequisite,l3_truncate_pad_sequences,l3_create_batched_data_loader,L3
contains,l1-8,l2_textcnn,L2
contains,l1-8,l2_one_dimensional_convolution,L2
contains,l1-8,l2_max_time_pooling,L2
contains,l1-8,l2_n_gram_features,L2
contains,l2_one_dimensional_convolution,l3_implement_corr1d,L3
contains,l2_one_dimensional_convolution,l3_implement_multi_channel_corr1d,L3
contains,l2_textcnn,l3_construct_textcnn_architecture,L3
contains,l2_textcnn,l3_apply_pretrained_embeddings,L3
prerequisite,l2_one_dimensional_convolution,l2_textcnn,L2
prerequisite,l2_max_time_pooling,l2_textcnn,L2
prerequisite,l2_n_gram_features,l2_textcnn,L2
prerequisite,l3_implement_corr1d,l3_implement_multi_channel_corr1d,L3
prerequisite,l3_implement_corr1d,l3_construct_textcnn_architecture,L3
prerequisite,l3_implement_multi_channel_corr1d,l3_construct_textcnn_architecture,L3
contains,l1-11,l2_bidirectional_rnn,L2
contains,l1-11,l2_pretrained_word_embeddings,L2
contains,l1-11,l2_text_sequence_representation,L2
contains,l1-11,l2_sentiment_analysis_with_rnn,L2
contains,l2_bidirectional_rnn,l3_concatenate_initial_final_hidden_states,L3
contains,l2_pretrained_word_embeddings,l3_freeze_pretrained_embeddings,L3
contains,l2_sentiment_analysis_with_rnn,l3_build_birnn_classifier,L3
prerequisite,l2_pretrained_word_embeddings,l2_sentiment_analysis_with_rnn,L2
prerequisite,l2_bidirectional_rnn,l2_text_sequence_representation,L2
prerequisite,l2_text_sequence_representation,l2_sentiment_analysis_with_rnn,L2
prerequisite,l2_bidirectional_rnn,l3_concatenate_initial_final_hidden_states,L3
has_resource,l1-11,res_lecture_循环神经网络,Resource
has_resource,l1-11,res_ppt_循环神经网络,Resource
has_resource,l1-11,res_video_循环神经网络,Resource
contains,l1-8,l2_sentiment_analysis,L2
contains,l1-8,l2_natural_language_inference,L2
contains,l1-8,l2_pretrained_text_representations,L2
contains,l1-8,l2_finetuning_bert,L2
contains,l2_sentiment_analysis,l3_rnn_based_sentiment_model,L3
contains,l2_sentiment_analysis,l3_cnn_based_sentiment_model,L3
contains,l2_natural_language_inference,l3_attention_mlp_for_nli,L3
contains,l2_finetuning_bert,l3_bert_finetuning_for_nli,L3
prerequisite,l2_pretrained_text_representations,l2_finetuning_bert,L2
prerequisite,l2_pretrained_text_representations,l2_sentiment_analysis,L2
prerequisite,l2_pretrained_text_representations,l2_natural_language_inference,L2
contains,l1-8,l2_natural_language_inference,L2
contains,l1-8,l2_snli_dataset,L2
contains,l2_natural_language_inference,l3_read_snli_function,L3
contains,l2_snli_dataset,l3_read_snli_function,L3
contains,l2_snli_dataset,l3_snli_dataset_class,L3
contains,l2_snli_dataset,l3_load_data_snli_function,L3
prerequisite,l2_natural_language_inference,l2_snli_dataset,L2
prerequisite,l3_read_snli_function,l3_snli_dataset_class,L3
prerequisite,l3_snli_dataset_class,l3_load_data_snli_function,L3
has_resource,l2_natural_language_inference,res_lecture_natural_language_inference_and_dataset,Resource
has_resource,l2_snli_dataset,res_lecture_natural_language_inference_and_dataset,Resource
has_resource,l3_read_snli_function,res_code_natural_language_inference_and_dataset,Resource
has_resource,l3_snli_dataset_class,res_code_natural_language_inference_and_dataset,Resource
has_resource,l3_load_data_snli_function,res_code_natural_language_inference_and_dataset,Resource
has_resource,l2_natural_language_inference,res_video_natural_language_inference_and_dataset,Resource
has_resource,l2_snli_dataset,res_video_natural_language_inference_and_dataset,Resource
contains,l1-8,l2_natural_language_inference,L2
contains,l1-8,l2_decomposable_attention_model,L2
contains,l1-8,l2_soft_alignment,L2
contains,l2_decomposable_attention_model,l3_attend_step,L3
contains,l2_decomposable_attention_model,l3_compare_step,L3
contains,l2_decomposable_attention_model,l3_aggregate_step,L3
contains,l2_soft_alignment,l3_decomposable_attention_computation,L3
prerequisite,l2_soft_alignment,l2_decomposable_attention_model,L2
prerequisite,l3_attend_step,l3_compare_step,L3
prerequisite,l3_compare_step,l3_aggregate_step,L3
contains,l1-8,l2_natural_language_inference,L2
contains,l1-8,l2_bert_finetuning,L2
contains,l1-8,l2_bert_pretrained_model_loading,L2
contains,l1-8,l2_bert_input_representation_for_pairs,L2
contains,l2_natural_language_inference,l3_snli_bert_dataset_construction,L3
contains,l2_bert_finetuning,l3_bert_classifier_head_design,L3
contains,l2_bert_finetuning,l3_partial_finetuning_strategy,L3
contains,l2_bert_input_representation_for_pairs,l3_truncate_pair_of_tokens,L3
prerequisite,l2_bert_pretrained_model_loading,l2_bert_finetuning,L2
prerequisite,l2_bert_input_representation_for_pairs,l3_snli_bert_dataset_construction,L3
prerequisite,l2_natural_language_inference,l2_bert_finetuning,L2
has_resource,l2_natural_language_inference,res_lecture_natural_language_inference_finetune_bert,Resource
has_resource,l2_bert_finetuning,res_lecture_natural_language_inference_finetune_bert,Resource
has_resource,l2_natural_language_inference,res_code_natural_language_inference_finetune_bert,Resource
has_resource,l2_bert_finetuning,res_code_natural_language_inference_finetune_bert,Resource
has_resource,l2_natural_language_inference,res_video_natural_language_inference_finetune_bert,Resource
has_resource,l2_bert_finetuning,res_video_natural_language_inference_finetune_bert,Resource
contains,l1-8,l2_sequence_level_nlp_tasks,L2
contains,l1-8,l2_token_level_nlp_tasks,L2
contains,l1-8,l2_bert_finetuning,L2
contains,l2_sequence_level_nlp_tasks,l2_single_text_classification,L2
contains,l2_sequence_level_nlp_tasks,l2_text_pair_classification_regression,L2
contains,l2_token_level_nlp_tasks,l2_text_tagging,L2
contains,l2_token_level_nlp_tasks,l2_question_answering,L2
contains,l2_bert_finetuning,l3_cls_token_representation_for_classification,L3
contains,l2_bert_finetuning,l3_token_wise_dense_layer_for_tagging,L3
contains,l2_bert_finetuning,l3_span_prediction_for_qa,L3
contains,l2_bert_finetuning,l3_bert_input_format_for_pairs,L3
prerequisite,l2_bert_finetuning,l2_single_text_classification,L2
prerequisite,l2_bert_finetuning,l2_text_pair_classification_regression,L2
prerequisite,l2_bert_finetuning,l2_text_tagging,L2
prerequisite,l2_bert_finetuning,l2_question_answering,L2
has_resource,l1-8,res_lecture_natural_language_processing_application_finetuning_bert,Resource
has_resource,l1-8,res_ppt_finetuning_bert,Resource
has_resource,l1-8,res_video_finetuning_bert,Resource
contains,l1-8,l2_glove_model,L2
contains,l1-8,l2_word_cooccurrence_statistics,L2
contains,l1-8,l2_skip_gram_with_global_stats,L2
contains,l1-8,l2_conditional_probability_ratio,L2
contains,l2_glove_model,l3_glove_loss_function,L3
contains,l2_glove_model,l3_weight_function_design,L3
contains,l2_glove_model,l3_vector_combination_in_glove,L3
prerequisite,l2_word_cooccurrence_statistics,l2_glove_model,L2
prerequisite,l2_skip_gram_with_global_stats,l2_glove_model,L2
prerequisite,l2_conditional_probability_ratio,l2_glove_model,L2
prerequisite,l2_word_cooccurrence_statistics,l2_skip_gram_with_global_stats,L2
contains,l1-8,l2_subword_embedding,L2
contains,l1-8,l2_fasttext_model,L2
contains,l1-8,l2_byte_pair_encoding,L2
contains,l2_fasttext_model,l3_extract_character_ngrams,L3
contains,l2_fasttext_model,l3_sum_subword_vectors,L3
