id,name,type,level,description,difficulty,aliases,url,resource_type
l3_project_weights_to_l1_ball,权重投影到L1球,KnowledgePoint,L3,为获得稀疏权重向量，将权重向量投影到L1范数球上，对应几何形状为菱形（如图所示）。,中等,L1 ball projection for sparsity,,
l3_verify_p_norm_ball_convexity,验证p-范数球的凸性,KnowledgePoint,L3,证明对于任意p ≥ 1，p-范数球B_p[r] = {x | ||x||_p ≤ r}是凸集。,高,convexity of p-norm balls,,
l3_prove_max_of_convex_functions_convex,证明凸函数的最大值仍为凸函数,KnowledgePoint,L3,"给定两个凸函数f和g，其逐点最大值max(f, g)仍是凸函数；而min(f, g)通常是非凸的。",中等,maximum of convex functions is convex,,
l3_prove_softmax_log_sum_exp_convex,证明Softmax对数和的凸性,KnowledgePoint,L3,证明函数f(x) = log ∑_i exp(x_i)是凸函数，该函数在多分类损失和注意力机制中广泛应用。,高,"log-sum-exp convexity,softmax normalization convexity",,
l3_momentum_update_rule,动量更新规则,KnowledgePoint,L3,动量法的具体更新步骤：v_t ← β v_{t-1} + g_t，x_t ← x_{t-1} - η v_t，其中 v 是速度（动量），g 是当前梯度。,中等,"momentum update equations,velocity-based update",,
l3_from_scratch_momentum_implementation,从零实现动量法,KnowledgePoint,L3,手动实现动量优化器，包括初始化速度状态、在每次迭代中更新速度和参数，适用于自定义训练循环。,中等,"implement momentum from scratch,manual momentum optimizer",,
l3_effective_sample_weight_analysis,有效样本权重分析,KnowledgePoint,L3,分析动量参数 β 对历史梯度权重的影响，有效样本数约为 1/(1-β)，用于理解学习率缩放和收敛行为。,高,"effective sample weight,gradient weighting analysis",,
l3_eigenvalue_based_convergence_analysis,基于特征值的收敛性分析,KnowledgePoint,L3,将动量法应用于凸二次函数，通过特征分解将问题解耦为标量子问题，并分析更新矩阵的特征值以确定收敛条件。,高,"eigenvalue convergence analysis,spectral analysis of momentum",,
l3_square_root_scheduler_implementation,平方根调度器实现,KnowledgePoint,L3,实现学习率按 η = η₀ (t + 1)^{-0.5} 衰减的自定义调度器。,中等,"SquareRootScheduler,inverse square root decay",,
l3_multifactor_scheduler_implementation,多因子调度器实现,KnowledgePoint,L3,在指定训练轮次（如第15、30轮）将学习率乘以衰减因子的分段调度器实现。,中等,"MultiStepLR,FactorScheduler,MultiFactorScheduler,multiplicative scheduler with floor",,
l3_cosine_scheduler_with_warmup_implementation,带预热的余弦调度器实现,KnowledgePoint,L3,结合线性预热和余弦衰减的学习率调度器，前若干轮线性增大学习率，之后按余弦规律衰减。,高,"CosineScheduler with warmup,cosine annealing with warm restarts",,
l3_block_matrix_multiplication,分块矩阵乘法,KnowledgePoint,L3,将大矩阵划分为小块，逐块进行乘法运算以提高缓存命中率和计算效率的具体实现方法。,高,"block matrix multiplication,tiled matrix multiplication",,
l3_batch_data_loading,小批量数据加载,KnowledgePoint,L3,从预处理数据集中高效生成固定大小的小批量样本，用于训练深度学习模型的具体流程。,基础,"batch data loading,data batching",,
l3_sgd_implementation,SGD算法实现,KnowledgePoint,L3,从零实现小批量随机梯度下降优化器，包括参数更新、梯度计算和超参数管理的具体步骤。,中等,"SGD implementation,stochastic gradient descent coding",,
l3_implement_univariate_gd,实现一维梯度下降,KnowledgePoint,L3,使用固定学习率迭代更新单变量参数，直到满足停止条件（如梯度足够小或达到最大迭代次数）。,基础,"univariate gradient descent implementation,1D GD code",,
l3_implement_multivariate_gd,实现多元梯度下降,KnowledgePoint,L3,对多维输入向量，使用梯度向量进行参数更新，并可视化优化轨迹。,中等,"multivariate gradient descent implementation,vector GD",,
l3_implement_newtons_method,实现牛顿法,KnowledgePoint,L3,利用一阶导数和二阶导数（Hessian）计算更新步长，可加入学习率调节以处理非凸情况。,高,"Newton's method implementation,second-order update",,
l3_piecewise_constant_lr,分段常数学习率,KnowledgePoint,L3,在训练过程中将学习率设置为多个阶段的常数值，通常在性能停滞时手动或自动降低学习率。,基础,"piecewise constant learning rate,step decay",,
l3_exponential_decay_lr,指数衰减学习率,KnowledgePoint,L3,学习率按指数函数衰减：η(t) = η₀·e^(-λt)，适用于快速降低学习率但可能导致过早停止优化。,中等,exponential decay learning rate,,
l3_polynomial_decay_lr,多项式衰减学习率,KnowledgePoint,L3,学习率按多项式形式衰减：η(t) = η₀·(βt + 1)^(-α)，其中α=0.5在凸优化中表现良好。,中等,"polynomial decay learning rate,inverse square root decay",,
l3_sgd_update_rule,SGD参数更新规则实现,KnowledgePoint,L3,实现小批量随机梯度下降的参数更新逻辑：param = param - lr * grad / batch_size。,中等,"SGD update step,gradient descent step coding,stochastic update rule,SGD update implementation",,
l3_implement_convolution_with_local_receptive_field,使用局部感受野实现卷积,KnowledgePoint,L3,通过限制卷积核大小（如Δ范围）仅对局部像素进行加权求和，实现局部性原则。,中等,"local receptive field convolution,limited support convolution",,
l3_apply_multiple_input_output_channels,应用多输入输出通道,KnowledgePoint,L3,"扩展卷积操作以支持三维输入（高度×宽度×通道）和多输出通道，通过四维权重张量[Δ, Δ, c_in, c_out]实现。",高,"multi-channel convolution,3D convolution with channels",,
l3_enforce_translation_invariance_via_shared_weights,通过权重共享实现平移不变性,KnowledgePoint,L3,在卷积操作中使卷积核在整个图像上共享权重，确保相同模式在不同位置产生一致响应。,中等,"weight sharing for translation invariance,parameter sharing",,
l3_construct_lenet_model,构建LeNet模型,KnowledgePoint,L3,使用深度学习框架（如PyTorch、TensorFlow等）按LeNet-5结构依次堆叠卷积层、汇聚层和全连接层，并配置激活函数。,中等,"implement LeNet,build LeNet in code",,
l3_train_cnn_on_gpu,在GPU上训练卷积神经网络,KnowledgePoint,L3,将数据和模型加载到GPU设备，使用小批量随机梯度下降和交叉熵损失函数进行训练，并监控训练与测试准确率。,中等,"GPU training for CNN,accelerated CNN training",,
l3_initialize_cnn_parameters,卷积神经网络参数初始化,KnowledgePoint,L3,使用Xavier初始化方法对卷积层和全连接层的权重进行初始化，以促进训练稳定性。,中等,"Xavier initialization,weight initialization in CNN",,
l3_evaluate_cnn_accuracy,评估CNN模型准确率,KnowledgePoint,L3,在测试集上计算模型预测准确率，需将数据移至GPU并禁用梯度计算以提高效率。,基础,"CNN evaluation,accuracy computation",,
l3_implement_corr2d,实现二维互相关运算,KnowledgePoint,L3,编写函数corr2d，接收输入张量X和卷积核K，通过滑动窗口逐位置计算互相关结果，返回输出张量Y。,中等,"implement 2D cross-correlation,corr2d implementation",,
l3_build_custom_conv2d,构建自定义卷积层,KnowledgePoint,L3,基于corr2d函数实现一个完整的二维卷积层类，包含可训练的weight和bias参数，并在前向传播中调用互相关运算并加偏置。,高,"custom Conv2D layer,build convolution layer from scratch",,
l3_train_kernel_from_io,从输入输出对学习卷积核,KnowledgePoint,L3,"使用真实输入X和目标输出Y，通过定义损失函数（如平方误差）、反向传播和参数更新，训练卷积核使其逼近理想核（如[1, -1]）。",高,"learn kernel from data,kernel optimization",,
l3_calculate_output_shape_with_padding_and_stride,计算带填充和步幅的卷积输出形状,KnowledgePoint,L3,根据输入尺寸、卷积核尺寸、填充量和步幅，使用公式 ⌊(n_h - k_h + p_h + s_h) / s_h⌋ × ⌊(n_w - k_w + p_w + s_w) / s_w⌋ 计算卷积层输出的空间维度。,中等,"output shape calculation,convolution output dimension formula",,
l3_apply_same_padding,应用相同填充（same padding）,KnowledgePoint,L3,设置填充量为 p_h = k_h - 1 和 p_w = k_w - 1（通常当卷积核为奇数时，在两侧均匀填充），使得输出与输入具有相同高度和宽度。,基础,"same padding implementation,preserve spatial dimensions with padding",,
l3_configure_asymmetric_padding_and_stride,配置非对称填充与步幅,KnowledgePoint,L3,"为高度和宽度分别设置不同的填充（如 padding=(2,1)）和步幅（如 stride=(3,4)），以灵活控制输出特征图的形状。",中等,"asymmetric padding,unequal stride configuration",,
l3_implement_multi_input_correlation,实现多输入通道互相关运算,KnowledgePoint,L3,对每个输入通道与其对应的卷积核通道执行二维互相关运算，然后将所有通道的结果相加，得到单个输出通道的二维张量。,中等,"multi-output correlation implementation,multi-input correlation implementation,corr2d_multi_in_out,corr2d_multi_in",,
l3_implement_1x1_convolution_with_fc,使用全连接层实现$1\times 1$卷积,KnowledgePoint,L3,"将输入张量重塑为(c_i, h*w)，卷积核重塑为(c_o, c_i)，通过矩阵乘法实现通道间的线性变换，再重塑回(c_o, h, w)。",高,"1x1 convolution via fully connected layer,corr2d_multi_in_out_1x1",,
l3_implement_pool2d_forward,实现汇聚层的前向传播,KnowledgePoint,L3,编写函数遍历输入张量的滑动窗口，根据指定模式（最大或平均）计算每个窗口的输出值，完成二维汇聚操作的前向传播。,中等,"implement 2D pooling forward pass,pool2d implementation",,
l3_verify_max_pooling_output,验证二维最大汇聚层的输出,KnowledgePoint,L3,"使用给定输入张量（如[[0,1,2],[3,4,5],[6,7,8]]）和2x2汇聚窗口，手动计算并验证最大汇聚结果是否为[[4,5],[7,8]]。",基础,"validate max pooling result,test max pooling",,
l3_verify_average_pooling_output,验证平均汇聚层,KnowledgePoint,L3,使用相同输入张量和汇聚窗口，计算并验证平均汇聚的输出结果。,基础,"validate average pooling,test avg pooling",,
l3_configure_pooling_with_padding_stride,配置汇聚层的填充和步幅,KnowledgePoint,L3,在深度学习框架中使用内置汇聚层（如MaxPool2D），通过指定pool_size、padding和stride参数来控制输出形状。,中等,"set pooling padding and stride,customize pooling parameters",,
l3_apply_pooling_to_multi_channel_input,对多通道输入应用汇聚层,KnowledgePoint,L3,将汇聚操作应用于具有多个通道的输入张量，确认每个通道独立处理且输出通道数保持不变。,中等,"apply pooling on multi-channel data,channel-wise pooling execution",,
l3_compute_hidden_activation,计算隐藏层激活,KnowledgePoint,L3,给定输入x和权重W^(1)，先计算z = W^(1)x，再通过激活函数φ得到h = φ(z)。,基础,hidden layer activation computation,,
l3_compute_output_layer,计算输出层变量,KnowledgePoint,L3,使用隐藏激活h和输出权重W^(2)计算输出o = W^(2)h。,基础,output layer computation,,
l3_compute_regularization_term,计算L2正则化项,KnowledgePoint,L3,根据公式s = λ/2 (||W^(1)||_F^2 + ||W^(2)||_F^2)计算正则化项，其中||·||_F为Frobenius范数。,中等,L2 regularization term calculation,,
l3_compute_gradient_w2,计算输出层权重梯度,KnowledgePoint,L3,利用链式法则计算∂J/∂W^(2) = (∂J/∂o) h^T + λ W^(2)，其中∂J/∂o来自损失对输出的导数。,中等,output weight gradient computation,,
l3_compute_gradient_w1,计算隐藏层权重梯度,KnowledgePoint,L3,先计算∂J/∂h = (W^(2))^T (∂J/∂o)，再计算∂J/∂z = (∂J/∂h) ⊙ φ'(z)，最后得到∂J/∂W^(1) = (∂J/∂z) x^T + λ W^(1)。,高,hidden weight gradient computation,,
l3_alternating_forward_backward,交替执行前向与反向传播,KnowledgePoint,L3,在训练过程中，先执行前向传播计算中间变量和损失，再执行反向传播计算梯度并更新参数，两者相互依赖且需保留中间结果。,中等,"forward-backward alternation,training loop procedure",,
l3_house_price_prediction_with_mlp,使用多层感知机进行房价预测,KnowledgePoint,L3,将多层感知机应用于真实回归任务（如房价预测）的完整流程，包括数据预处理、模型构建、训练和评估。,中等,"house price prediction using MLP,MLP regression example",,
l3_mlp_from_scratch_implementation,多层感知机的从零开始实现,KnowledgePoint,L3,使用基础编程语言（如Python）和NumPy等库，不依赖高级深度学习框架，手动实现多层感知机的前向传播、损失计算和反向传播。,中等,"build MLP from scratch,MLP from scratch,manual MLP implementation",,
l3_implement_relu_activation,实现ReLU激活函数,KnowledgePoint,L3,使用基本数学操作（如取最大值）手动编写ReLU函数，而非调用框架内置函数。,基础,"custom ReLU,ReLU from scratch",,
l3_initialize_hidden_layer_parameters,初始化隐藏层参数,KnowledgePoint,L3,为具有指定隐藏单元数的单隐藏层MLP设置权重矩阵和偏置向量，并分配梯度内存。,中等,"hidden layer initialization,MLP parameter setup",,
l3_train_mlp_with_sgd,使用SGD训练多层感知机,KnowledgePoint,L3,利用随机梯度下降优化器和交叉熵损失函数，在Fashion-MNIST数据集上训练MLP模型。,中等,"MLP training with SGD,train MLP from scratch",,
l3_concise_mlp_implementation,多层感知机的简洁实现,KnowledgePoint,L3,使用深度学习框架（如PyTorch、TensorFlow、MXNet、PaddlePaddle）的高级API快速构建包含隐藏层和激活函数的多层感知机模型。,中等,"concise MLP implementation,high-level API MLP",,
l3_weight_initialization_normal,正态分布权重初始化,KnowledgePoint,L3,将神经网络参数从均值为0、标准差较小的正态分布中初始化，以促进训练稳定性和收敛速度。,中等,"normal weight initialization,Gaussian initialization",,
l3_download_and_cache_dataset,下载并缓存数据集,KnowledgePoint,L3,实现函数从远程URL下载数据集，验证其完整性（如SHA-1校验），并缓存到本地目录以避免重复下载。,中等,"dataset downloading and caching,数据集缓存",,
l3_handle_missing_values_with_mean,用均值填充缺失值,KnowledgePoint,L3,对数值型特征中的缺失值（如'NA'）使用该特征的均值进行填充，是一种常见的缺失值处理策略。,基础,"mean imputation,均值插补",,
l3_convert_dataframe_to_tensor,将DataFrame转换为张量,KnowledgePoint,L3,将pandas DataFrame通过to_numpy()方法转为NumPy数组，再转换为不同深度学习框架（如MXNet、PyTorch、TensorFlow、Paddle）的张量,中等,"DataFrame转张量,pandas to tensor conversion,DataFrame to tensor,convert to tensor",,
l3_implement_k_fold_split,实现K折数据划分,KnowledgePoint,L3,编写函数将数据集划分为K个折叠，每次选择一个折叠作为验证集，其余合并为训练集，用于交叉验证。,中等,"K-fold data splitting,k折划分实现",,
l3_submit_kaggle_prediction,提交Kaggle预测结果,KnowledgePoint,L3,将模型在测试集上的预测结果保存为指定格式的CSV文件（包含Id和SalePrice列），以便上传至Kaggle平台进行评分。,基础,"Kaggle submission,生成提交文件",,
l3_initialize_with_normal_distribution,使用正态分布进行默认初始化,KnowledgePoint,L3,使用均值为0、特定方差的正态分布对神经网络权重进行初始化，是深度学习框架中的常见默认策略。,基础,"normal distribution initialization,Gaussian initialization",,
l3_initialize_with_uniform_distribution_for_xavier,Xavier均匀分布初始化,KnowledgePoint,L3,"在Xavier初始化中，从均匀分布U(-a, a)中采样权重，其中a = sqrt(6 / (n_in + n_out))，以保持激活值和梯度的方差稳定。",中等,Xavier uniform initialization,,
l3_analyze_sigmoid_gradient_vanishing,分析Sigmoid函数导致的梯度消失,KnowledgePoint,L3,通过观察Sigmoid函数在输入远离零时导数趋近于零的特性，理解其在深层网络中引发梯度消失的原因。,中等,sigmoid gradient analysis,,
l3_random_matrix_multiplication_explosion,通过随机矩阵乘积演示梯度爆炸,KnowledgePoint,L3,通过连续相乘多个随机高斯矩阵，展示矩阵乘积范数迅速增长的现象，类比深层网络中梯度爆炸的机制。,中等,"matrix explosion demo,gradient explosion simulation",,
l3_implement_dropout_layer,从零实现暂退法层,KnowledgePoint,L3,通过生成与输入张量同形状的均匀分布随机掩码，以指定概率将元素置零，并将保留元素除以(1 - dropout_prob)以保持期望不变，从而实现无偏的暂退法操作。,中等,"implement dropout from scratch,custom dropout layer",,
l3_apply_dropout_to_mlp,在多层感知机中应用暂退法,KnowledgePoint,L3,在多层感知机的每个隐藏层激活函数之后插入暂退法操作，通常为不同层设置不同的暂退概率（如靠近输入层使用较低概率），且仅在训练阶段启用。,中等,"apply dropout in MLP,dropout in hidden layers",,
l3_use_framework_dropout,使用深度学习框架的简洁实现暂退法,KnowledgePoint,L3,在主流深度学习框架（如PyTorch、TensorFlow、MXNet、PaddlePaddle）中，通过在Sequential模型中添加内置的Dropout层并指定暂退概率，即可自动处理训练/测试阶段的行为差异。,基础,"framework dropout API,built-in dropout layer",,
l3_implement_weight_decay_from_scratch,从零实现权重衰减,KnowledgePoint,L3,手动在损失函数中添加L2范数惩罚项，并在训练循环中使用小批量随机梯度下降更新包含正则化项的参数。,中等,"implement weight decay from scratch,manual L2 regularization",,
l3_use_framework_weight_decay,使用深度学习框架内置权重衰减,KnowledgePoint,L3,通过深度学习框架（如PyTorch、TensorFlow、MXNet等）的优化器参数（如weight_decay或wd）直接启用L2正则化，无需手动修改损失函数。,基础,"use built-in weight decay,framework L2 regularization",,
l3_l2_penalty_computation,L2惩罚项计算,KnowledgePoint,L3,计算权重向量的L2范数平方的一半作为正则化惩罚项，即(1/2) * sum(w_i^2)，便于求导和优化。,基础,"L2 penalty computation,compute L2 norm penalty",,
l3_sgd_with_weight_decay_update,带权重衰减的SGD更新规则,KnowledgePoint,L3,在小批量随机梯度下降中，权重更新公式为 w ← (1 - ηλ)w - (η/|B|) * Σ∇_w loss，其中η为学习率，λ为正则化系数。,中等,"SGD with weight decay,regularized SGD update",,
l3_exclude_bias_from_regularization,偏置项不参与正则化,KnowledgePoint,L3,在实际应用中通常不对偏置参数b施加L2惩罚，仅对权重参数进行正则化，以避免不必要的约束。,基础,"exclude bias from regularization,bias not regularized",,
l3_polynomial_regression,多项式回归,KnowledgePoint,L3,使用多项式函数（如y = w0 + w1*x + w2*x^2 + ...）对数据进行拟合的回归方法，常用于演示模型复杂度与过拟合/欠拟合的关系。,中等,polynomial regression,,
l3_early_stopping,早停,KnowledgePoint,L3,一种正则化技术，在训练过程中监控验证误差，当验证误差不再下降时提前终止训练，以防止过拟合。,中等,early stopping,,
l3_feature_normalization_in_polynomial,多项式特征标准化,KnowledgePoint,L3,在多项式回归中，将x^i除以i!以避免高阶项数值过大，从而稳定训练过程的技术。,中等,polynomial feature normalization,,
l3_weighted_empirical_risk_minimization,加权经验风险最小化,KnowledgePoint,L3,通过为每个样本分配权重来修正分布偏移的经验风险最小化方法。,中等,weighted empirical risk minimization,,
l3_logistic_regression_for_density_ratio_estimation,用于密度比估计的对数几率回归,KnowledgePoint,L3,通过训练二元分类器区分源分布和目标分布样本来估计重要性权重的方法。,高,"logistic regression for density ratio estimation,importance weighting via logistic regression",,
l3_confusion_matrix_based_label_shift_correction,基于混淆矩阵的标签偏移纠正,KnowledgePoint,L3,利用分类器在验证集上的混淆矩阵和测试集预测分布求解线性系统以估计目标标签分布的方法。,高,"confusion matrix based label shift correction,black box shift estimation",,
l3_online_model_update,在线模型更新,KnowledgePoint,L3,在新数据到来时逐步更新模型参数以适应缓慢概念偏移的技术。,中等,"online model update,incremental learning",,
l3_feature_label_pair_construction,特征-标签对构造,KnowledgePoint,L3,"将时间序列数据转换为监督学习格式，其中特征为[x_{t-τ}, ..., x_{t-1}]，标签为x_t。",中等,"feature-label pair creation,sliding window transformation",,
l3_mlp_for_sequence_prediction,使用多层感知机进行序列预测,KnowledgePoint,L3,构建包含两个全连接层和ReLU激活函数的MLP模型，用于基于固定长度历史窗口预测下一时间步。,中等,"MLP-based sequence predictor,feedforward network for time series",,
l3_recursive_multistep_forecasting,递归多步预测实现,KnowledgePoint,L3,通过逐步使用模型自身预测结果作为后续输入，实现k步以上的未来预测。,高,"recursive forecasting,autoregressive multi-step prediction",,
l3_k_step_prediction_evaluation,k步预测评估,KnowledgePoint,L3,通过构建包含不同预测步长（如1、4、16、64）的预测结果，评估模型在不同时间跨度下的性能衰减。,高,"k-step ahead evaluation,multi-horizon forecasting assessment",,
l3_predict_next_in_sequence,序列后续预测,KnowledgePoint,L3,基于已有序列（如数字序列、文本、时间序列）预测下一个或多个元素的任务，是RNN的典型应用之一。,中等,"next-token prediction,sequence continuation",,
l3_state_variable_update,状态变量更新机制,KnowledgePoint,L3,RNN中通过将前一时刻的隐藏状态与当前输入结合，经由非线性变换更新当前隐藏状态的具体实现方式。,中等,"hidden state update,recurrent state update",,
l3_implement_one_hot_encoding,实现独热编码,KnowledgePoint,L3,使用深度学习框架（如PyTorch、TensorFlow、PaddlePaddle等）的内置函数将整数索引张量转换为三维独热编码张量，并调整维度顺序为（时间步数，批量大小，词表大小）。,基础,"apply one-hot encoding,convert indices to one-hot vectors",,
l3_define_rnn_parameters,定义RNN模型参数,KnowledgePoint,L3,编写函数创建输入-隐藏权重W_xh、隐藏-隐藏权重W_hh、隐藏偏置b_h、隐藏-输出权重W_hq和输出偏置b_q，并初始化为小随机值，同时启用梯度追踪。,中等,"define RNN weights and biases,initialize RNN parameters from scratch",,
l3_implement_init_rnn_state,实现隐状态初始化函数,KnowledgePoint,L3,"编写init_rnn_state函数，返回一个包含全零张量的元组，张量形状为（batch_size, num_hiddens），用于RNN模型的初始隐状态。",基础,"initialize hidden state function,create zero hidden state",,
l3_implement_rnn_step_loop,实现RNN时间步循环计算,KnowledgePoint,L3,在rnn函数中遍历输入序列的时间步，对每个时间步执行H = tanh(X @ W_xh + H @ W_hh + b_h)和Y = H @ W_hq + b_q，并拼接所有输出。,中等,"RNN step-by-step implementation,manual RNN forward loop",,
l3_wrap_rnn_in_class,封装RNN模型为类,KnowledgePoint,L3,创建RNNModelScratch类，封装参数初始化、前向函数调用和隐状态管理，支持__call__方法以兼容训练流程。,中等,"RNN model class wrapper,scratch RNN class implementation",,
l3_implement_prediction_with_warmup,实现带预热期的预测函数,KnowledgePoint,L3,编写predict_ch8函数，先遍历prefix字符更新隐状态（预热），再循环生成指定数量的新字符，每次选择概率最大的词元作为输出。,高,"character prediction with warm-up,RNN text generation function",,
l3_compute_and_clip_gradients,计算并裁剪梯度,KnowledgePoint,L3,在反向传播后计算所有参数梯度的L2范数，若超过阈值theta，则将所有梯度乘以theta/norm进行缩放，防止梯度爆炸。,高,"gradient norm calculation and clipping,clip gradients by global norm",,
l3_train_rnn_epoch_with_state_management,实现带状态管理的RNN训练轮次,KnowledgePoint,L3,编写train_epoch_ch8函数，根据采样方式（随机/顺序）决定是否重置隐状态，在顺序采样时分离历史梯度，并在参数更新前应用梯度裁剪。,高,"RNN training epoch with state handling,train RNN with gradient clipping",,
l3_define_rnn_layer_with_api,使用高级API定义RNN层,KnowledgePoint,L3,利用深度学习框架（如PyTorch、TensorFlow、MXNet、Paddle）的内置函数创建具有指定隐藏单元数的单层RNN,基础,"define RNN layer with high-level API,create RNN layer using framework",,
l3_initialize_hidden_state_by_framework,按框架规范初始化隐状态,KnowledgePoint,L3,根据不同深度学习框架（如调用begin_state、创建零张量等）正确初始化RNN的初始隐状态,基础,"initialize hidden state per framework,framework-specific hidden state init",,
l3_construct_complete_rnn_model_class,构建完整RNN模型类,KnowledgePoint,L3,封装RNN层和输出层（如线性层或Dense层）到一个自定义模型类中，并实现前向传播和状态初始化方法,中等,"build complete RNN model class,wrap RNN and output layer in class",,
l3_train_rnn_with_high_level_api,使用高级API训练RNN模型,KnowledgePoint,L3,基于框架优化的RNN实现，使用预定义训练函数（如train_ch8）进行模型训练和预测,基础,"train RNN with high-level API,use optimized RNN for training",,
l3_load_text_data,加载文本数据,KnowledgePoint,L3,将文本文件读取到内存中，通常以多行字符串列表形式存储，并进行基础清洗（如去除标点、转小写）。,基础,"read text data,load corpus",,
l3_tokenize_into_words_or_chars,按单词或字符进行词元化,KnowledgePoint,L3,实现将文本行拆分为单词列表（通过空格分割）或字符列表（逐字符切分）的具体方法。,基础,"word tokenization,character tokenization",,
l3_build_vocab_with_frequency_filtering,基于频率构建词表,KnowledgePoint,L3,统计所有词元频率，按出现次数排序，过滤低于最小频率的词元，并为保留词元分配唯一数字索引，同时处理未知词元和特殊保留词元。,中等,"frequency-based vocabulary construction,build vocab with min_freq",,
l3_convert_tokens_to_indices,将词元转换为数字索引,KnowledgePoint,L3,利用已构建的词表，将词元列表映射为对应的整数索引序列，供模型输入使用。,基础,"token to index mapping,numerical encoding of tokens",,
l3_integrate_text_preprocessing_pipeline,整合文本预处理流程,KnowledgePoint,L3,将文本加载、词元化（如按字符）、词表构建和索引转换等步骤封装为一个端到端的函数，输出语料索引列表和词表对象。,中等,"text preprocessing pipeline,end-to-end text processing",,
l3_estimate_unigram_probability,估计一元语法概率,KnowledgePoint,L3,通过统计单词在语料库中的出现次数除以总词数来估计单个词的概率，例如 P̂(deep) = count(deep) / total_words。,基础,unigram probability estimation,,
l3_estimate_bigram_probability,估计二元语法条件概率,KnowledgePoint,L3,"通过统计连续词对的出现次数除以前一个词的总出现次数来估计条件概率，例如 P̂(learning|deep) = count(deep, learning) / count(deep)。",中等,bigram probability estimation,,
l3_apply_laplace_smoothing_formula,应用拉普拉斯平滑公式,KnowledgePoint,L3,"使用带超参数的平滑公式计算一元、二元、三元语法的概率，例如 P̂(x'|x) = (n(x,x') + ε₂·P̂(x')) / (n(x) + ε₂)。",高,apply Laplace smoothing,,
l3_generate_random_subsequences,生成随机子序列,KnowledgePoint,L3,实现随机采样函数 seq_data_iter_random，从长序列中随机选择起始位置并生成固定长度的特征-标签对。,高,random subsequence generation,,
l3_generate_sequential_subsequences,生成顺序子序列,KnowledgePoint,L3,实现顺序分区函数 seq_data_iter_sequential，从长序列中按顺序划分并生成相邻的小批量子序列。,高,sequential subsequence generation,,
l3_construct_vocab_from_corpus,从语料构建词表,KnowledgePoint,L3,使用 d2l.Vocab 对分词后的语料进行词频统计并构建词汇表，支持获取高频词和频率分布。,基础,"vocab construction,build vocabulary",,
l3_full_bptt_computation,完全BPTT计算,KnowledgePoint,L3,按照BPTT公式完整计算所有时间步的梯度，包括对所有历史隐状态的依赖，虽然理论上精确但计算开销大且易导致梯度爆炸，在实践中很少使用。,高,"full backpropagation through time,complete BPTT",,
l3_regular_truncation_strategy,规则截断策略,KnowledgePoint,L3,将输入序列划分为固定长度的子序列，在每个子序列内执行BPTT，并在子序列边界处调用detach()函数分离梯度，这是实践中最常用的方法。,中等,"regular truncation,fixed-length truncation",,
l3_gradient_detachment_in_rnn,循环神经网络中的梯度分离,KnowledgePoint,L3,在实现截断BPTT时，通过调用如PyTorch中的detach()函数，切断计算图中跨时间步的梯度回传路径，防止梯度累积过长。,中等,"gradient detachment,detaching hidden states",,
l3_recursive_gradient_calculation,隐状态梯度的递归计算,KnowledgePoint,L3,在BPTT中，利用递推公式 ∂L/∂h_t = W_hh^T ∂L/∂h_{t+1} + W_qh^T ∂L/∂o_t 从后向前依次计算每个时间步的隐状态梯度。,高,"recursive hidden state gradient,backward recurrence for h_t",,
l3_weight_gradient_accumulation,权重梯度的累加计算,KnowledgePoint,L3,在BPTT中，对每个时间步的局部梯度（如∂L/∂h_t * x_t^T）进行累加，得到最终的权重梯度∂L/∂W_hx和∂L/∂W_hh。,中等,"gradient accumulation over time,summing per-timestep gradients",,
l3_implement_seq2seq_attention_decoder,实现带有Bahdanau注意力的Seq2Seq解码器,KnowledgePoint,L3,在循环神经网络解码器中集成Bahdanau注意力机制，包括初始化解码器状态、在每个时间步计算注意力权重、拼接上下文向量与词嵌入作为RNN输入，并输出预测结果。,高,"implement Bahdanau attention decoder,code attention-based seq2seq decoder",,
l3_visualize_attention_weights,可视化注意力权重,KnowledgePoint,L3,通过热力图展示解码过程中每个查询（目标词）对输入序列各位置（键）的注意力权重，用于分析模型对齐行为。,中等,"visualize attention heatmap,attention weight visualization",,
l3_train_attention_seq2seq_model,训练带注意力机制的序列到序列模型,KnowledgePoint,L3,使用编码器-解码器架构结合Bahdanau注意力进行机器翻译任务的端到端训练，包括数据加载、模型实例化、损失计算和BLEU评估。,高,"train attention-based seq2seq,attention model training",,
l3_parallel_computation_of_heads,多头并行计算,KnowledgePoint,L3,通过张量形状变换（如reshape和transpose）将多个注意力头的计算合并为一个批次操作，以提高计算效率和利用硬件并行性。,高,"parallel computation of multiple heads,batched multi-head computation",,
l3_transpose_qkv_implementation,transpose_qkv函数实现,KnowledgePoint,L3,"实现多头注意力中用于将输入张量从(batch_size, seq_len, num_hiddens)变换为(batch_size*num_heads, seq_len, num_hiddens/num_heads)的函数，以便并行计算多个头。",高,"transpose_qkv,query-key-value transposition",,
l3_transpose_output_implementation,transpose_output函数实现,KnowledgePoint,L3,"实现多头注意力中用于将并行计算后的多头输出从(batch_size*num_heads, seq_len, num_hiddens/num_heads)恢复为(batch_size, seq_len, num_hiddens)的函数。",高,"transpose_output,output concatenation and reshaping",,
